Object_model, Size of point cloud, CONST_RHO, Size Xi, CONST_D, RESELUTION, Number of grasps, OcTree created, Xi-sets calculated, ZMS calculated, L1-values calculated, L1-values sorted, fingerposes created, Best fingerpos
pc_from_CAD/Kopp.pcd, 65602, 3.595203474521637, 54, 0.3, 5, 60, 4.291534423828125e-06, 0.5890350341796875, 26.13984513282776, 26.9087073802948, 27.20126461982727, 27.884169101715088, 182.7477457523346
pc_from_CAD/Kopp.pcd, 65602, 3.4039050290584565, 52, 0.3, 5, 60, 4.291534423828125e-06, 0.5703108310699463, 23.720630645751953, 24.487844467163086, 24.77927279472351, 25.474740743637085, 149.22847652435303
pc_from_CAD/Kopp.pcd, 65602, 3.4139050290584563, 53, 0.3, 5, 60, 4.291534423828125e-06, 0.5558974742889404, 24.675596237182617, 25.475319862365723, 25.77616024017334, 26.492295503616333, 149.87718319892883
pc_from_CAD/Kopp.pcd, 65602, 3.25407873916626, 44, 0.3, 5, 60, 4.0531158447265625e-06, 0.5536389350891113, 22.007751941680908, 22.767967462539673, 23.06414556503296, 23.758177518844604, 145.2695505619049
pc_from_CAD/Kopp.pcd, 65602, 3.26407873916626, 45, 0.3, 5, 60, 4.0531158447265625e-06, 0.5477545261383057, 22.19417643547058, 22.954822063446045, 23.272619009017944, 23.96207308769226, 146.2402002811432
pc_from_CAD/Kopp.pcd, 65602, 3.108237627506256, 40, 0.3, 5, 60, 4.76837158203125e-06, 0.5394420623779297, 19.35095715522766, 20.10841703414917, 20.379632711410522, 21.07473921775818, 174.62168908119202
pc_from_CAD/Kopp.pcd, 65602, 3.118237627506256, 42, 0.3, 5, 60, 4.0531158447265625e-06, 0.5405235290527344, 19.48638081550598, 20.254196643829346, 20.55165958404541, 21.247042894363403, 175.00448369979858
pc_from_CAD/Kopp.pcd, 65602, 3.637948455810547, 56, 0.3, 5, 60, 5.0067901611328125e-06, 0.563636302947998, 29.592108011245728, 30.38489603996277, 30.70884132385254, 31.433254957199097, 54.659891843795776
pc_from_CAD/Kopp.pcd, 65602, 3.6479484558105466, 56, 0.3, 5, 60, 4.0531158447265625e-06, 0.5583524703979492, 28.32365322113037, 29.09717607498169, 29.389918565750122, 30.08021640777588, 52.57277989387512
pc_from_CAD/Kopp.pcd, 65602, 3.5827261514663697, 54, 0.3, 5, 60, 4.291534423828125e-06, 0.5528397560119629, 26.932823181152344, 27.72416591644287, 28.044777393341064, 28.7544047832489, 190.76211595535278
pc_from_CAD/Kopp.pcd, 65602, 3.5927261514663695, 54, 0.3, 5, 60, 4.76837158203125e-06, 0.5667238235473633, 27.202438592910767, 27.99693775177002, 28.289724588394165, 28.99633288383484, 187.5898745059967
pc_from_CAD/Kopp.pcd, 65602, 3.3913847467899325, 49, 0.3, 5, 60, 4.291534423828125e-06, 0.5400619506835938, 25.210795640945435, 25.99307942390442, 26.312249898910522, 27.017050981521606, 153.58100247383118
pc_from_CAD/Kopp.pcd, 65602, 3.4013847467899323, 50, 0.3, 5, 60, 4.76837158203125e-06, 0.5352513790130615, 24.684725046157837, 25.488158464431763, 25.814502000808716, 26.536471605300903, 152.6976387500763
pc_from_CAD/Kopp.pcd, 65602, 3.2372237329483036, 44, 0.3, 5, 60, 4.0531158447265625e-06, 0.5229730606079102, 22.641440629959106, 23.42723250389099, 23.70822286605835, 24.408976316452026, 148.53853917121887
pc_from_CAD/Kopp.pcd, 65602, 3.2472237329483034, 44, 0.3, 5, 60, 4.5299530029296875e-06, 0.5172247886657715, 22.543735027313232, 23.320497274398804, 23.632042169570923, 24.334249019622803, 149.11143708229065
pc_from_CAD/Kopp.pcd, 65602, 3.088123380661011, 39, 0.3, 5, 60, 4.5299530029296875e-06, 0.5042507648468018, 19.261858701705933, 20.028435468673706, 20.312729597091675, 21.016486406326294, 147.52179718017578
pc_from_CAD/Kopp.pcd, 65602, 3.098123380661011, 39, 0.3, 5, 60, 4.0531158447265625e-06, 0.5171406269073486, 20.147382020950317, 20.94190239906311, 21.250536918640137, 21.955259323120117, 146.97377610206604
pc_from_CAD/Kopp.pcd, 65602, 2.91746749663353, 30, 0.3, 5, 60, 5.245208740234375e-06, 0.49530482292175293, 15.506749868392944, 16.262547731399536, 16.552329063415527, 17.280484676361084, 141.50136065483093
pc_from_CAD/Kopp.pcd, 65602, 2.92746749663353, 31, 0.3, 5, 60, 4.76837158203125e-06, 0.5022265911102295, 15.702234029769897, 16.461663246154785, 16.749374389648438, 17.469780206680298, 140.30499577522278
pc_from_CAD/Kopp.pcd, 65602, 2.775400509357453, 26, 0.3, 5, 60, 4.5299530029296875e-06, 0.47847652435302734, 13.435364961624146, 14.201045513153076, 14.510072708129883, 15.236342668533325, 136.4246120452881
pc_from_CAD/Kopp.pcd, 65602, 2.7854005093574528, 26, 0.3, 5, 60, 4.0531158447265625e-06, 0.4883859157562256, 13.185587167739868, 13.953339338302612, 14.223004341125488, 14.943732261657715, 136.77351760864258
